number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
19,0.5177633021478871,2026-08-15 00:01:00.044460,2026-08-15 00:01:04.434276,0 days 00:00:04.389816,0.9555569868766802,2.089208354905421,0.12822805114852504,6,15,550,0.012211237063286199,0.18537715463555904,0.7647083527903401,PRUNED
20,0.5238569590938993,2026-08-15 00:01:04.436282,2026-08-15 00:01:12.714550,0 days 00:00:08.278268,0.8069410260856267,1.4873202140032427,0.025673294334997952,7,13,500,0.00011339830161595191,0.44615776345898545,0.6376243334026384,COMPLETE
21,0.5217806617118951,2026-08-15 00:01:12.716555,2026-08-15 00:01:19.566749,0 days 00:00:06.850194,0.9641847805033699,2.5308300157030272,0.009995342028599564,5,15,550,0.21397973127757483,0.10258908433450795,0.605386081474761,PRUNED
22,0.5230518429133016,2026-08-15 00:01:19.568754,2026-08-15 00:01:26.690708,0 days 00:00:07.121954,0.9372165697861099,2.6333144117994074,0.013323726184763109,5,14,600,0.15639652406686755,0.10479518589112026,0.6301672773291165,COMPLETE
23,0.5233173155571111,2026-08-15 00:01:26.694102,2026-08-15 00:01:35.313914,0 days 00:00:08.619812,0.9958187260456972,2.6659808148242514,0.009195531829968144,6,15,550,0.01469114827653261,0.16391987965780316,0.6806525024926589,COMPLETE
24,0.5223604627376474,2026-08-15 00:01:35.315921,2026-08-15 00:01:41.646530,0 days 00:00:06.330609,0.897208926367294,2.1466932792094005,0.01960905246795892,5,12,500,0.3685758937431733,0.2555758965188135,0.6655162182309445,PRUNED
25,0.47876743627091795,2026-08-15 00:01:41.650045,2026-08-15 00:01:45.480005,0 days 00:00:03.829960,0.9562509486605479,2.345011966738793,0.0083797501404155,4,14,600,0.028276241451276052,0.13144251470938179,0.6258310902332621,PRUNED
26,0.48323500595178515,2026-08-15 00:01:45.482541,2026-08-15 00:01:47.512633,0 days 00:00:02.030092,0.8775496031459895,2.975997153595568,0.014292570192347571,3,12,450,0.10781887813896912,0.1962438193253545,0.6009282248450407,PRUNED
27,0.48089662434800395,2026-08-15 00:01:47.512633,2026-08-15 00:01:52.480378,0 days 00:00:04.967745,0.9694894358568301,2.6912810261160507,0.005173236934107555,6,14,550,0.006039005928784402,0.14161151450486004,0.7068065827898746,PRUNED
28,0.4856697169231355,2026-08-15 00:01:52.484428,2026-08-15 00:01:53.862227,0 days 00:00:01.377799,0.9388620422808016,1.583782291140246,0.028115087087405306,7,11,100,0.6827677934631897,0.3906259416238873,0.6401307443507381,PRUNED
29,0.49007268896459055,2026-08-15 00:01:53.866267,2026-08-15 00:02:00.462573,0 days 00:00:06.596306,0.9976610979796579,2.003955324817476,0.011151614533893949,8,15,550,0.0011971396139191569,0.6692146345929245,0.6850261758640964,PRUNED
30,0.5229335280474438,2026-08-15 00:02:00.467120,2026-08-15 00:02:07.917996,0 days 00:00:07.450876,0.8754006721464517,2.4693100403625983,0.01598480287842772,5,13,600,0.2513174602248171,0.29680449664419023,0.7340508610504257,COMPLETE
31,0.5226295685178122,2026-08-15 00:02:07.926578,2026-08-15 00:02:16.852286,0 days 00:00:08.925708,0.9748029523041786,2.8016026613119664,0.01874561063495802,6,14,600,0.06199914250191614,0.10057915620756865,0.6146685872232253,PRUNED
32,0.5248516183942947,2026-08-15 00:02:16.856036,2026-08-15 00:02:24.068702,0 days 00:00:07.212666,0.9320174194556552,0.5107030407267031,0.02053290338228431,6,14,500,0.06288363691587456,0.1356669777565386,0.6519644567052882,COMPLETE
33,0.5258263659721183,2026-08-15 00:02:24.072223,2026-08-15 00:02:33.275884,0 days 00:00:09.203661,0.9844619659387667,2.807715592123842,0.01714583887722815,7,15,600,0.021283024403968596,0.22008559352239826,0.6214008771342162,COMPLETE
34,0.48294271669727884,2026-08-15 00:02:33.279896,2026-08-15 00:02:39.721588,0 days 00:00:06.441692,0.9500767027581485,2.2486705534044837,0.00819890263846771,8,15,550,0.02068940993352795,0.23272405339357008,0.6268247878358033,PRUNED
35,0.5214756116561258,2026-08-15 00:02:39.724816,2026-08-15 00:02:46.998571,0 days 00:00:07.273755,0.9765823244844167,2.788592447225328,0.033245820160795664,7,13,600,0.7718701230538076,0.20975177811448817,0.6646135652444214,PRUNED
36,0.5225522111712181,2026-08-15 00:02:47.002588,2026-08-15 00:02:53.672381,0 days 00:00:06.669793,0.971476775828986,2.5173277574702637,0.04133422864346131,7,15,450,0.0057934045899766225,9.937608082376812,0.6493173284920671,PRUNED
37,0.5228315582161089,2026-08-15 00:02:53.676418,2026-08-15 00:03:01.070356,0 days 00:00:07.393938,0.891593826520638,2.9835294228449176,0.012947716397579629,5,8,550,0.13671340641825358,1.6432801391194705,0.6252949734351707,PRUNED
38,0.5237283246958649,2026-08-15 00:03:01.072364,2026-08-15 00:03:03.728408,0 days 00:00:02.656044,0.9290340894372614,2.3695221145930683,0.048893737031918794,6,12,150,0.007971331129253719,0.3303554546545662,0.74734301979271,COMPLETE
39,0.4739840496667812,2026-08-15 00:03:03.732436,2026-08-15 00:03:06.165699,0 days 00:00:02.433263,0.7692043209866886,2.7398123145781144,0.007352399814658823,3,14,500,0.02727363416352634,2.137513476667844,0.689462873433147,PRUNED
40,0.5201700759419476,2026-08-15 00:03:06.172237,2026-08-15 00:03:09.627118,0 days 00:00:03.454881,0.9996604334357562,2.496744818523711,0.19812457762572527,8,5,400,0.00148141293002753,0.1469671217957937,0.6660567542007274,PRUNED
41,0.527269365784993,2026-08-15 00:03:09.631271,2026-08-15 00:03:18.792436,0 days 00:00:09.161165,0.9812996383710507,2.8639392734063325,0.017344969213742595,6,14,600,0.05855825821513891,0.12629972315659208,0.6021629070270041,COMPLETE
42,0.5214589937286744,2026-08-15 00:03:18.794546,2026-08-15 00:03:27.715596,0 days 00:00:08.921050,0.9486959379042657,2.8444901012854555,0.016461166559710246,6,15,600,0.04975029128897653,0.12689612154356436,0.6198044429467618,PRUNED
43,0.5274592577934,2026-08-15 00:03:27.719135,2026-08-15 00:03:36.743349,0 days 00:00:09.024214,0.9656187047474503,2.596859681590272,0.02517619077471497,7,13,550,0.02073862808632036,0.26202742519533007,0.6015558432551863,COMPLETE
44,0.526407178872756,2026-08-15 00:03:36.747359,2026-08-15 00:03:44.420517,0 days 00:00:07.673158,0.907592091741778,2.580716638349989,0.0235724987970004,6,13,550,0.09257722836405854,0.2908986395464375,0.6016602702220979,COMPLETE
45,0.5255117385072545,2026-08-15 00:03:44.422522,2026-08-15 00:03:51.756784,0 days 00:00:07.334262,0.9029423180845149,2.2532410722591054,0.02817142923819306,6,11,500,0.06988097379033181,0.6955291550643969,0.651719460794249,COMPLETE
46,0.4905562047637713,2026-08-15 00:03:51.760363,2026-08-15 00:03:56.016217,0 days 00:00:04.255854,0.9240462308394913,2.612640999710507,0.02321847625583428,7,13,550,0.039802734861998236,0.2835850460514053,0.8973337147881428,PRUNED
47,0.5293332559076513,2026-08-15 00:03:56.019229,2026-08-15 00:04:01.224493,0 days 00:00:05.205264,0.9789832590739731,2.8939529007551688,0.05282425835182998,6,12,600,0.0032092388640699754,0.36854781235585304,0.8252523496757213,COMPLETE
48,0.5243321540757875,2026-08-15 00:04:01.228506,2026-08-15 00:04:05.084540,0 days 00:00:03.856034,0.9795671232666247,2.319704841393066,0.0834254784016105,7,10,300,0.0006408541183799303,0.575590218543431,0.8022445020930049,COMPLETE
49,0.48302586887075055,2026-08-15 00:04:05.086673,2026-08-15 00:04:07.057288,0 days 00:00:01.970615,0.9145963131920342,2.983719356904803,0.09354332237526035,6,9,450,0.0026279079237215676,0.39014595308397837,0.8622187118198223,PRUNED
50,0.5156207448907981,2026-08-15 00:04:07.061297,2026-08-15 00:04:11.975346,0 days 00:00:04.914049,0.6321235447500403,1.7897311708037051,0.04986348529654342,8,11,550,0.004046438412298921,0.3819097482959045,0.9792858377945053,PRUNED
51,0.5241989164130882,2026-08-15 00:04:11.979359,2026-08-15 00:04:18.505797,0 days 00:00:06.526438,0.9845554840957453,2.8673559498419836,0.03409643546169418,6,12,600,0.019869868908169268,0.16537620892668806,0.8145292346703229,COMPLETE
52,0.5269953133023078,2026-08-15 00:04:18.508870,2026-08-15 00:04:26.573267,0 days 00:00:08.064397,0.9446623901550809,2.592009767334238,0.023588298158509616,6,13,600,0.09084468980730628,0.30962123755701726,0.874312831983052,COMPLETE
53,0.4900359822904487,2026-08-15 00:04:26.575010,2026-08-15 00:04:29.586320,0 days 00:00:03.011310,0.9450122274750937,2.5786030373013955,0.055163098783523136,6,13,600,0.3682614925751033,0.3155768406790064,0.9107970207657414,PRUNED
54,0.5208058327752513,2026-08-15 00:04:29.591759,2026-08-15 00:04:35.639452,0 days 00:00:06.047693,0.9618948719091813,2.0587676052443307,0.040830935634188326,5,12,550,0.12282901192881313,0.2601192028006012,0.8436340933482969,PRUNED
55,0.4843630864294991,2026-08-15 00:04:35.641459,2026-08-15 00:04:40.310482,0 days 00:00:04.669023,0.9184519421133137,2.420515394064663,0.022859925589723336,7,11,600,0.013434559303592292,0.932193183059685,0.8697308366306769,PRUNED
56,0.48347348006773583,2026-08-15 00:04:40.314130,2026-08-15 00:04:43.442149,0 days 00:00:03.128019,0.8782658896472539,2.701488241939624,0.029679511459409162,6,13,500,0.042094982544713624,0.567884022227086,0.9622120809348684,PRUNED
57,0.4889184134370803,2026-08-15 00:04:43.444155,2026-08-15 00:04:45.535286,0 days 00:00:02.091131,0.9635101356992657,2.5975717407872443,0.14226877638353666,5,14,550,0.008535136536716845,0.32339013158037827,0.9194832413083063,PRUNED
58,0.5253798648677793,2026-08-15 00:04:45.537291,2026-08-15 00:04:53.665002,0 days 00:00:08.127711,0.9320475797494582,0.966884697363947,0.06015737543653931,7,13,600,0.00021473436493611077,0.22484414554267035,0.9433825470432285,COMPLETE
59,0.4808735968298826,2026-08-15 00:04:53.671018,2026-08-15 00:04:55.602152,0 days 00:00:01.931134,0.8297803407073172,2.2007538113901113,0.023679935670603496,2,1,550,0.0959067646768397,0.4315921720774647,0.7752528288930924,PRUNED
